date,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,RAIN SUM MM,Weather COLD/HOT,Weather Rainfall,Wind State,PM25
1/1/2016,14.8,12.2,30.7,31.4,86.4,0,COLD,DRY,Calm,#N/A
1/2/2016,16.9,12,29.4,31.6,84.4,0,COLD,DRY,Calm,#N/A
1/3/2016,13.7,12.4,29,36.3,82.7,0,COLD,DRY,Calm,#N/A
1/4/2016,11.9,12.7,29.5,34.6,85.8,0,COLD,DRY,Calm,#N/A
1/5/2016,14.8,12,29,31,83.9,0,COLD,DRY,Calm,#N/A
1/6/2016,13.3,12.4,29,32.1,83.7,0,COLD,DRY,Calm,#N/A
1/7/2016,11.2,11.7,29.8,36.7,84.2,0,COLD,DRY,Calm,#N/A
1/8/2016,10.1,13.4,29.6,39,84.5,0.2,COLD,DRY,Calm,#N/A
1/9/2016,12.2,17.7,31.8,33.8,100,0,COLD,DRY,Calm,#N/A
1/10/2016,16.9,14.9,28.7,32.7,100,0,COLD,DRY,Calm,#N/A
1/11/2016,16.6,11.2,29.1,26.5,86,0,COLD,DRY,Calm,#N/A
1/12/2016,19.8,11.1,26.6,33.1,82.8,0,COLD,DRY,Calm,#N/A
1/13/2016,20.2,11.1,27,34.8,83.6,0,COLD,DRY,Calm,#N/A
1/14/2016,15.1,11.7,28.1,34.1,83.3,0,COLD,DRY,Calm,#N/A
1/15/2016,14.8,12.1,29.7,33.6,86.2,0,COLD,DRY,Calm,#N/A
1/16/2016,16.6,14.4,29.8,32.2,100,0,COLD,DRY,Calm,#N/A
1/17/2016,17.6,13,28.6,37.4,84.6,0,COLD,DRY,Calm,#N/A
1/18/2016,16.6,12.6,28,30,85.4,0.2,COLD,DRY,Calm,#N/A
1/19/2016,15.5,13.6,29.1,36.5,85.1,0,COLD,DRY,Calm,#N/A
1/20/2016,17.6,16.6,27,52,86.6,0,COLD,DRY,Calm,#N/A
1/21/2016,15.1,14.6,25.3,52.7,86.7,0,COLD,DRY,Calm,#N/A
1/22/2016,23.4,12.1,22.8,51.7,99.8,0,COLD,DRY,Calm,#N/A
1/23/2016,25.2,10.5,24.7,38.8,100,0,COLD,DRY,Calm,#N/A
1/24/2016,20.2,8.8,25.1,30.5,88.4,0,COLD,DRY,Calm,#N/A
1/25/2016,20.5,6.8,26.4,27,84.7,0,COLD,DRY,Calm,#N/A
1/26/2016,21.2,8.7,26.2,28.8,81.5,0,COLD,DRY,Calm,#N/A
1/27/2016,11.9,8.8,26.6,34.3,84.6,0,COLD,DRY,Calm,#N/A
1/28/2016,16.2,15.1,29.1,47.8,83.7,0,COLD,DRY,Calm,#N/A
1/29/2016,14.4,15.4,27.9,50.4,87.1,0.2,COLD,DRY,Calm,#N/A
1/30/2016,13,12.4,28.8,33.9,84.9,0,COLD,DRY,Calm,#N/A
1/31/2016,14.4,15.4,30.4,53.9,87.7,0,COLD,DRY,Calm,#N/A
2/1/2016,18.7,17.8,32.5,29.3,100,0,COLD,DRY,Calm,#N/A
2/2/2016,17.3,17.4,32,41.7,100,0,COLD,DRY,Calm,#N/A
2/3/2016,16.6,18.1,30.1,37.1,86.9,0,COLD,DRY,Calm,#N/A
2/4/2016,28.4,15.5,28.9,31.1,84.6,0,COLD,DRY,Calm,#N/A
2/5/2016,17.3,11.9,30.1,30.7,80.8,0,COLD,DRY,Calm,#N/A
2/6/2016,14.4,12.6,30.3,32.1,82.5,0,COLD,DRY,Calm,#N/A
2/7/2016,16.6,11.8,31.2,26.6,81.2,0,COLD,DRY,Calm,#N/A
2/8/2016,17.3,13.7,31.7,30.7,84.3,0,COLD,DRY,Calm,#N/A
2/9/2016,18.4,19.4,30.2,53.6,100,2.8,COLD,Rainy,Calm,#N/A
2/10/2016,13.3,18.8,30.6,38.2,100,0,COLD,DRY,Calm,#N/A
2/11/2016,19.8,18.4,31,49.6,100,0,COLD,DRY,Calm,#N/A
2/12/2016,27.4,20.4,31.2,56.1,100,0,COLD,DRY,Calm,#N/A
2/13/2016,20.9,18.2,31.8,34.3,100,0,COLD,DRY,Calm,#N/A
2/14/2016,14,19.8,32.1,51,100,0,COLD,DRY,Calm,#N/A
2/15/2016,11.9,20.2,35.3,44.3,100,0,COLD,DRY,Calm,#N/A
2/16/2016,15.1,21.6,34.7,41.8,100,0,COLD,DRY,Calm,#N/A
2/17/2016,14.4,20.2,35.6,28.1,85.1,0,COLD,DRY,Calm,#N/A
2/18/2016,15.8,20.1,35.8,33.4,83.6,0,COLD,DRY,Calm,#N/A
2/19/2016,18.4,20.7,36.6,27.8,85.3,0,COLD,DRY,Calm,#N/A
2/20/2016,18.7,20.6,37.7,29.2,85.5,0,COLD,DRY,Calm,#N/A
2/21/2016,17.3,21.1,38.2,27.5,85.1,0,COLD,DRY,Calm,#N/A
2/22/2016,18,21.4,35.4,26.1,89.6,0,COLD,DRY,Calm,#N/A
2/23/2016,27.4,20.2,33.2,48.5,84.8,6.4,COLD,Rainy,Calm,#N/A
2/24/2016,27.7,21.5,28.9,64.9,100,22.2,COLD,Rainy,Calm,#N/A
2/25/2016,20.9,20,32,44.3,100,16.6,COLD,Rainy,Calm,#N/A
2/26/2016,25.6,20.2,33,39.4,96.6,0.2,COLD,DRY,Calm,#N/A
2/27/2016,18.4,21.7,34,35.7,84,0,COLD,DRY,Calm,#N/A
2/28/2016,17.3,20.2,35.3,36.6,83.9,0,COLD,DRY,Calm,#N/A
2/29/2016,57.6,20.6,35.6,34,84.4,0,COLD,DRY,Windy,#N/A
3/1/2016,16.9,19.9,35.5,34.3,84.8,0,COLD,DRY,Calm,#N/A
3/2/2016,22.3,20.7,34.7,36.9,86.8,0,COLD,DRY,Calm,#N/A
3/3/2016,17.6,19.4,35.4,41.2,84.6,0,COLD,DRY,Calm,#N/A
3/4/2016,19.1,22.8,36.6,35.5,100,0,HOT,DRY,Calm,#N/A
3/5/2016,15.1,22.4,37.3,33,100,0,HOT,DRY,Calm,#N/A
3/6/2016,36,22.1,36.4,44.7,96.7,0,HOT,DRY,Windy,#N/A
3/7/2016,15.8,20.9,35.9,38.6,83.9,0,COLD,DRY,Calm,#N/A
3/8/2016,18.7,22.2,36.1,27.1,100,0,HOT,DRY,Calm,176
3/9/2016,21.6,21.2,37,35.8,84,0,COLD,DRY,Calm,179
3/10/2016,16.9,24.1,36,39.8,85.7,0,HOT,DRY,Calm,181
3/11/2016,16.6,25.4,37.3,31.8,100,0,HOT,DRY,Calm,174
3/12/2016,16.6,25.4,37.9,28.2,100,0,HOT,DRY,Calm,178
3/13/2016,26.3,22.7,36.1,27.9,100,0,HOT,DRY,Calm,170
3/14/2016,27.4,20.2,34.8,28.2,84.3,0,COLD,DRY,Calm,176
3/15/2016,18.4,20.5,35.9,31,79.3,0,COLD,DRY,Calm,198
3/16/2016,18.4,23,36.5,33.7,81.8,0,HOT,DRY,Calm,205
3/17/2016,19.8,20.4,37.6,20.7,87.6,0,COLD,DRY,Calm,191
3/18/2016,18.4,18.5,37.9,26,80.8,0,COLD,DRY,Calm,196
3/19/2016,30.6,23.3,32.4,55,100,1.4,HOT,Rainy,Calm,152
3/20/2016,18.4,22.3,36.5,43.9,100,0,HOT,DRY,Calm,167
3/21/2016,24.8,24.7,38.8,33.5,100,0,HOT,DRY,Calm,155
3/22/2016,21.6,25.2,39.9,16.1,100,0,HOT,DRY,Calm,157
3/23/2016,21.6,19.9,36.8,23.2,100,0,COLD,DRY,Calm,165
3/24/2016,18.7,16.8,38.9,15.4,81.5,0,COLD,DRY,Calm,181
3/25/2016,18.7,18.3,38,28.8,76.5,0,COLD,DRY,Calm,195
3/26/2016,18.7,21.7,38.8,27.7,82.5,0,COLD,DRY,Calm,237
3/27/2016,32.8,23.8,36.7,41.5,100,0,HOT,DRY,Calm,160
3/28/2016,32.8,22.6,34.7,53.2,100,0,HOT,DRY,Calm,122
3/29/2016,28.8,22.1,37.6,42.1,100,0,HOT,DRY,Calm,146
3/30/2016,25.2,23.2,37.9,38.6,96,6,HOT,Rainy,Calm,157
3/31/2016,30.2,22.2,34.7,52.8,100,15.8,HOT,Rainy,Calm,146
4/1/2016,52.6,18.8,33,49,100,30.2,COLD,Rainy,Windy,128
4/2/2016,25.2,23.3,32.3,65.2,100,7.6,HOT,Rainy,Calm,145
4/3/2016,26.6,25.6,34.6,60.8,100,0,HOT,DRY,Calm,143
4/4/2016,31.3,26.1,36.6,52,100,0,HOT,DRY,Calm,121
4/5/2016,47.2,25,34.2,59.7,100,0,HOT,DRY,Windy,118
4/6/2016,24.8,24.2,39.9,44.9,100,0,HOT,DRY,Calm,144
4/7/2016,30.2,27,40.5,38.7,100,0,HOT,DRY,Calm,144
4/8/2016,24.5,27.4,39.9,40.7,100,0,HOT,DRY,Calm,144
4/9/2016,23.4,26.6,40.1,42.8,100,0,HOT,DRY,Calm,135
4/10/2016,25.9,26.5,39.8,42.7,100,0,HOT,DRY,Calm,135
4/11/2016,27,26.7,41.4,36.4,100,0,HOT,DRY,Calm,136
4/12/2016,19.1,27.3,39.8,42.4,100,0,HOT,DRY,Calm,146
4/13/2016,26.3,27.1,40.4,29.9,100,0,HOT,DRY,Calm,149
4/14/2016,31.3,27,39.9,38.8,88.7,0,HOT,DRY,Calm,118
4/15/2016,31.7,27.7,40.8,39.2,85.8,0,HOT,DRY,Calm,128
4/16/2016,39.2,27.9,37.7,48.6,87,0,HOT,DRY,Windy,116
4/17/2016,28.4,27.7,39.1,48.4,84,0,HOT,DRY,Calm,111
4/18/2016,33.5,28,39,42.6,87.1,0,HOT,DRY,Calm,120
4/19/2016,29.9,27.3,40.9,36.2,99.3,0,HOT,DRY,Calm,114
4/20/2016,35.3,27.1,40.4,37.4,87.4,0,HOT,DRY,Windy,131
4/21/2016,38.9,27.7,38.5,47.3,84.3,0,HOT,DRY,Windy,112
4/22/2016,36.7,28.9,39.8,41.5,79.7,0,HOT,DRY,Windy,127
4/23/2016,37.1,28.8,39.2,46,82.6,0,HOT,DRY,Windy,122
4/24/2016,30.2,28.2,43.6,22.2,86.9,0,HOT,DRY,Calm,128
4/25/2016,31.7,28.4,40.2,40.9,82.8,0,HOT,DRY,Calm,121
4/26/2016,32.8,28.2,40.3,39.6,85.5,0,HOT,DRY,Calm,115
4/27/2016,29.5,28.6,40.9,41,82.7,0,HOT,DRY,Calm,116
4/28/2016,29.9,28.2,38.8,46.7,87.6,0,HOT,DRY,Calm,122
4/29/2016,28.4,29.1,40.8,43.1,81.4,0,HOT,DRY,Calm,136
4/30/2016,27.4,28.2,41.6,33.6,100,0,HOT,DRY,Calm,126
5/1/2016,62.6,22.1,42.1,30,100,11.2,HOT,Rainy,Windy,122
5/2/2016,46.4,23.1,39.3,45.4,84.8,4,HOT,Rainy,Windy,127
5/3/2016,22.3,22.8,38,51,88.4,0,HOT,DRY,Calm,138
5/4/2016,25.6,25.2,36.6,41,85.4,0,HOT,DRY,Calm,113
5/5/2016,25.9,24.4,39.5,35.7,88.2,0,HOT,DRY,Calm,145
5/6/2016,28.1,25.9,40.9,32.5,83,0,HOT,DRY,Calm,147
5/7/2016,38.5,22.6,39.7,42.3,100,30.4,HOT,Rainy,Windy,134
5/8/2016,32,22.9,38.1,41.1,100,0.4,HOT,DRY,Calm,124
5/9/2016,15.5,26.9,39.9,39.8,85.4,0,HOT,DRY,Calm,164
5/10/2016,14.4,26,40.6,38.1,83.8,0,HOT,DRY,Calm,166
5/11/2016,32.4,26.3,40.7,40.1,84,0,HOT,DRY,Calm,158
5/12/2016,35.6,27.4,40.5,36.7,85.3,0,HOT,DRY,Windy,148
5/13/2016,54.7,22,39.2,45.1,100,37.6,HOT,Rainy,Windy,103
5/14/2016,30.6,22.9,38.1,48.6,100,2.2,HOT,Rainy,Calm,118
5/15/2016,34.6,27.3,38.8,48.2,84.7,0,HOT,DRY,Calm,109
5/16/2016,30.2,28.6,38.3,44.4,82.5,0,HOT,DRY,Calm,96
5/17/2016,46.8,25.5,36.7,54.4,83.5,3.8,HOT,Rainy,Windy,79
5/18/2016,29.5,24.7,37.2,53.3,100,12.2,HOT,Rainy,Calm,93
5/19/2016,34.6,25.2,34.6,61.1,100,7.4,HOT,Rainy,Calm,81
5/20/2016,22,25,30.2,73.3,100,1,HOT,Rainy,Calm,72
5/21/2016,49.3,24.1,28.5,72.6,100,0,HOT,DRY,Windy,54
5/22/2016,13.7,25.1,37.4,54.1,100,0,HOT,DRY,Calm,133
5/23/2016,19.4,27.8,37,55,93.3,0,HOT,DRY,Calm,115
5/24/2016,58.3,25.1,38,53.9,89.1,17.8,HOT,Rainy,Windy,134
5/25/2016,47.2,24.6,38.2,52.5,100,44,HOT,Rainy,Windy,131
5/26/2016,32.8,24.7,38,53.4,100,6.8,HOT,Rainy,Calm,139
5/27/2016,27.4,26.8,34.3,52.8,100,0,HOT,DRY,Calm,134
5/28/2016,5.4,28,28,80.6,80.6,0,HOT,DRY,Calm,112
7/26/2016,0,27.8,27.9,85.5,86.3,0,HOT,DRY,Calm,80
7/27/2016,21.6,27.5,35.6,53.8,80.1,0,HOT,DRY,Calm,90
7/28/2016,17.3,27.1,38.5,45.2,85.6,0,HOT,DRY,Calm,94
7/29/2016,18.7,27.6,34.1,59,85.6,0,HOT,DRY,Calm,152
7/30/2016,34.9,27.1,38.7,48,88.4,11,HOT,Rainy,Calm,123
7/31/2016,28.8,27.1,38,46.8,100,2,HOT,Rainy,Calm,96
8/1/2016,23.4,25.5,35.3,55.3,92.2,14.4,HOT,Rainy,Calm,94
8/2/2016,31.3,26,34.1,60.7,100,13.2,HOT,Rainy,Calm,63
8/3/2016,32.8,27.3,35,56.9,87.5,6,HOT,Rainy,Calm,87
8/4/2016,34.6,27.2,35.2,57.3,88.9,4.6,HOT,Rainy,Calm,65
8/5/2016,37.8,27.3,34.6,61.1,89.4,2.8,HOT,Rainy,Windy,64
8/6/2016,29.2,26.4,33,66.5,100,14,HOT,Rainy,Calm,69
8/7/2016,22,26.1,30.8,77.2,100,18.2,HOT,Rainy,Calm,70
8/8/2016,18,26.9,36.3,55.4,100,1.2,HOT,Rainy,Calm,76
8/9/2016,38.2,26.4,32.1,68.8,95.6,8,HOT,Rainy,Windy,66
8/10/2016,59,25.4,28.2,85.3,100,40,HOT,Rainy,Windy,56
8/11/2016,23,25.6,34,68.3,100,24.6,HOT,Rainy,Calm,87
8/12/2016,31.7,27.2,35.3,60.5,96.5,0.2,HOT,DRY,Calm,96
8/13/2016,28.1,28,36,56,92.8,0,HOT,DRY,Calm,115
8/14/2016,17.6,28.5,33.9,67.9,88.9,6.4,HOT,Rainy,Calm,122
8/15/2016,17.6,28.1,39.2,46.4,90.3,0.2,HOT,DRY,Calm,109
8/16/2016,31.3,27.7,35.7,54,86.9,1,HOT,Rainy,Calm,73
8/17/2016,40.3,26.2,30.2,73.9,94,14.6,HOT,Rainy,Windy,56
8/18/2016,27,27.3,35.8,55.1,92.6,5.6,HOT,Rainy,Calm,102
8/19/2016,18,27.7,37.5,48.5,88.7,0,HOT,DRY,Calm,120
8/20/2016,18,28.1,38.6,48.3,84.8,0,HOT,DRY,Calm,136
8/21/2016,53.6,23,30.1,77.7,100,176.2,HOT,Rainy,Windy,112
8/22/2016,27,24.5,35.1,54.7,100,2.2,HOT,Rainy,Calm,105
8/23/2016,12.2,25.8,38,43.4,90.3,0,HOT,DRY,Calm,158
8/24/2016,11.2,28,38.5,46.4,83.9,0,HOT,DRY,Calm,156
8/25/2016,14.8,28.7,40,44.8,85.8,0,HOT,DRY,Calm,153
8/26/2016,18.7,28.6,38.1,47.8,83.2,0.2,HOT,DRY,Calm,90
8/27/2016,16.2,28,40,44.4,84.2,0,HOT,DRY,Calm,101
8/28/2016,14.4,28.1,33.6,61.3,84.7,3.4,HOT,Rainy,Calm,115
8/29/2016,23,27.3,37.7,49.1,88.7,0,HOT,DRY,Calm,114
8/30/2016,18.7,27.5,37.3,49.9,86.8,0,HOT,DRY,Calm,88
8/31/2016,24.5,27.8,35.8,57.2,84.5,0,HOT,DRY,Calm,75
9/1/2016,33.8,27.6,35.8,55.7,86,0,HOT,DRY,Calm,100
9/2/2016,23,27.9,36,59.8,86.7,1.2,HOT,Rainy,Calm,107
9/3/2016,20.2,27,36.4,55.2,90.2,9.4,HOT,Rainy,Calm,93
9/4/2016,19.8,27.2,36.2,58.7,90.5,1.6,HOT,Rainy,Calm,87
9/5/2016,24.1,27.9,35.9,56.4,87.5,2.8,HOT,Rainy,Calm,76
9/6/2016,24.1,27.4,34.1,62,99.5,2,HOT,Rainy,Calm,85
9/7/2016,24.8,27.4,36.3,51,86.5,0,HOT,DRY,Calm,103
9/8/2016,25.2,27.2,37.5,47.9,87.1,0,HOT,DRY,Calm,126
9/9/2016,19.1,27.4,37.7,46.8,87.8,0,HOT,DRY,Calm,128
9/10/2016,19.8,27.8,37.5,47.7,86.7,0.4,HOT,DRY,Calm,130
9/11/2016,22.3,27.5,37.2,50.7,90.9,10,HOT,Rainy,Calm,114
9/12/2016,23.8,26.8,38.1,48.1,91.4,0.8,HOT,DRY,Calm,116
9/13/2016,23,26.2,32,70.3,90.2,20,HOT,Rainy,Calm,82
9/14/2016,19.8,26.5,36.4,54.9,100,14.8,HOT,Rainy,Calm,90
9/15/2016,25.2,26.3,39.2,42.6,86.3,7.8,HOT,Rainy,Calm,89
9/16/2016,14,26.9,38.6,45,86.8,0.4,HOT,DRY,Calm,84
9/17/2016,23.8,27.5,37.4,51.6,86.9,0.4,HOT,DRY,Calm,74
9/18/2016,27.7,27.4,37.4,47.5,87.8,0,HOT,DRY,Calm,87
9/19/2016,12.2,27.3,38.9,44.2,84.9,0,HOT,DRY,Calm,90
9/20/2016,27.4,27.7,38.2,46.6,84.9,0,HOT,DRY,Calm,92
9/21/2016,24.8,28.1,36.6,51.2,88,0.2,HOT,DRY,Calm,94
9/22/2016,24.1,28,37.8,44.5,89.9,0.2,HOT,DRY,Calm,99
9/23/2016,27,27.5,35.3,53.4,87,0,HOT,DRY,Calm,92
9/24/2016,30.6,27.1,35.5,56.6,90.8,23,HOT,Rainy,Calm,79
9/25/2016,33.8,26.7,35.9,52,92.3,2.2,HOT,Rainy,Calm,93
9/26/2016,28.4,26.6,37.4,48.1,92.8,0,HOT,DRY,Calm,104
9/27/2016,11.9,26.6,39.1,46.4,87.2,0,HOT,DRY,Calm,133
9/28/2016,37.8,23.7,34.6,61.8,100,80.8,HOT,Rainy,Windy,157
9/29/2016,21.6,25.6,36.3,57.4,100,41.8,HOT,Rainy,Calm,122
9/30/2016,16.9,26.6,38.8,45.5,90,0,HOT,DRY,Calm,109
10/1/2016,18,27.8,38.5,44.7,86.7,0,HOT,DRY,Calm,117
10/2/2016,19.1,27.4,36.8,49.9,86.2,0,HOT,DRY,Calm,136
10/3/2016,12.6,27.7,38.5,48.2,87.7,0,HOT,DRY,Calm,139
10/4/2016,20.2,27.7,36.6,54.9,86.7,0,HOT,DRY,Calm,159
10/5/2016,14.4,27.2,33.6,64,89.3,1,HOT,Rainy,Calm,111
10/6/2016,18.7,26.7,35.4,52,89.4,0,HOT,DRY,Calm,142
10/7/2016,22.7,26.7,35.5,52.6,89.1,0,HOT,DRY,Calm,107
10/8/2016,25.6,27.4,35.4,56.7,87.9,0.4,HOT,DRY,Calm,103
10/9/2016,28.1,26.8,36.8,49.6,89,4.4,HOT,Rainy,Calm,104
10/10/2016,23,26.3,34.4,62.1,93.4,5,HOT,Rainy,Calm,101
10/11/2016,22.3,25.7,30.2,73.7,94.3,1.4,HOT,Rainy,Calm,78
10/12/2016,16.2,25.8,36.5,50.7,94.3,0,HOT,DRY,Calm,104
10/13/2016,15.8,25.6,36.8,46.1,86.5,0,HOT,DRY,Calm,163
10/14/2016,20.5,25,35.2,44.2,90.1,0,HOT,DRY,Calm,115
10/15/2016,19.1,24.1,36.7,36.5,85.8,0.2,HOT,DRY,Calm,144
10/16/2016,23.4,24.6,37.6,37.8,84.4,0,HOT,DRY,Calm,144
10/17/2016,19.1,23.7,37.8,40.2,83.8,0,HOT,DRY,Calm,155
10/18/2016,16.2,25.3,39.3,38.2,84.7,0,HOT,DRY,Calm,159
10/19/2016,16.6,25,38.5,41.4,84.8,0,HOT,DRY,Calm,162
10/20/2016,19.8,24.9,39.2,37,85.6,0,HOT,DRY,Calm,138
10/21/2016,19.4,24,37.2,40.1,87.6,0,HOT,DRY,Calm,150
10/22/2016,16.6,22.8,36,34.2,83.3,0,HOT,DRY,Calm,165
10/23/2016,18.7,22.2,35.8,37.5,85,0,HOT,DRY,Calm,159
10/24/2016,23.4,21,34.3,42.2,81.9,0,COLD,DRY,Calm,160
10/25/2016,15.5,22.3,37.2,37.3,86.3,0,HOT,DRY,Calm,163
10/26/2016,17.6,24,33.8,52.3,84.5,0,HOT,DRY,Calm,158
10/27/2016,15.8,24.7,32.4,64.5,100,8.6,HOT,Rainy,Calm,121
10/28/2016,26.6,24.3,32.2,64.1,100,15.2,HOT,Rainy,Calm,112
10/29/2016,18.4,24.5,34.5,51.6,100,3,HOT,Rainy,Calm,115
10/30/2016,14.8,23.7,35.6,45,100,0,HOT,DRY,Calm,113
10/31/2016,17.3,25.2,36.8,45.4,85.1,0,HOT,DRY,Calm,133
11/1/2016,15.8,25.2,37.4,42.4,84.7,0,HOT,DRY,Calm,135
11/2/2016,18.4,25.1,38,43.2,86.7,0,HOT,DRY,Calm,131
11/3/2016,15.8,25.4,37.2,45.5,84,0,HOT,DRY,Calm,133
11/4/2016,21.2,23.5,31.9,54.9,95.7,1.8,HOT,Rainy,Calm,136
11/5/2016,32.4,20.1,25,84.7,100,45.6,COLD,Rainy,Calm,89
11/6/2016,31.7,20.2,28.5,63.5,100,0,COLD,DRY,Calm,48
11/7/2016,16.2,21.4,31.9,49.5,100,0,COLD,DRY,Calm,106
11/8/2016,18,20.2,32.8,34.3,85.5,0,COLD,DRY,Calm,167
11/9/2016,15.5,18.6,33.1,42.2,81.1,0,COLD,DRY,Calm,149
11/10/2016,15.1,19,33.1,34.5,83.2,0,COLD,DRY,Calm,167
11/11/2016,14,19.5,32,40.5,84.2,0,COLD,DRY,Calm,241
11/12/2016,11.5,19.8,33.5,36.8,84.1,0,COLD,DRY,Calm,202
11/13/2016,19.1,19.7,33.7,41.3,83.3,0,COLD,DRY,Calm,203
11/14/2016,19.4,19.7,33,35.7,83.8,0,COLD,DRY,Calm,200
11/15/2016,17.6,18.4,31.8,36,83,0,COLD,DRY,Calm,209
11/16/2016,20.2,17.5,32,34.2,83,0,COLD,DRY,Calm,188
11/17/2016,18.7,15.4,34,31.1,79.9,0,COLD,DRY,Calm,178
11/18/2016,20.5,16.3,33.7,33.7,82.6,0,COLD,DRY,Calm,189
11/19/2016,16.6,16.3,33.2,34.1,83.7,0.2,COLD,DRY,Calm,193
11/20/2016,12.2,15.9,31.9,32.8,82.9,0,COLD,DRY,Calm,177
11/21/2016,15.1,16.4,31.3,38.4,82.3,0,COLD,DRY,Calm,171
11/22/2016,20.9,16.3,32,35.5,83.7,0,COLD,DRY,Calm,188
11/23/2016,13.3,16,32.8,31.1,84.4,0,COLD,DRY,Calm,196
11/24/2016,14,17.1,30.9,38.4,82.7,0,COLD,DRY,Calm,183
11/25/2016,10.8,16.5,31.6,39.1,83,0,COLD,DRY,Calm,232
11/26/2016,10.8,17.5,31.1,40.9,83.5,0,COLD,DRY,Calm,181
11/27/2016,11.2,18.1,32,38.2,83.8,0,COLD,DRY,Calm,180
11/28/2016,16.2,17.3,32.5,31.7,82,0,COLD,DRY,Calm,195
